sample_index,y_true_vb,y_pred_vb
7.400000000000000000e+01,7.453145599365234375e+01,9.048962402343750000e+01
7.500000000000000000e+01,7.497669982910156250e+01,8.979396820068359375e+01
7.600000000000000000e+01,7.542761230468750000e+01,9.022291564941406250e+01
7.700000000000000000e+01,7.588360595703125000e+01,8.898088073730468750e+01
7.800000000000000000e+01,7.634405517578125000e+01,8.895375823974609375e+01
7.900000000000000000e+01,7.680835723876953125e+01,9.004842376708984375e+01
8.000000000000000000e+01,7.727588653564453125e+01,9.016613006591796875e+01
8.100000000000000000e+01,7.774602508544921875e+01,8.995143890380859375e+01
8.200000000000000000e+01,7.821815490722656250e+01,9.078884124755859375e+01
8.300000000000000000e+01,7.869165802001953125e+01,9.054137420654296875e+01
8.400000000000000000e+01,7.916593170166015625e+01,9.139452362060546875e+01
8.500000000000000000e+01,7.964035034179687500e+01,9.133826446533203125e+01
8.600000000000000000e+01,8.011433410644531250e+01,9.065895080566406250e+01
8.700000000000000000e+01,8.058727264404296875e+01,9.223624420166015625e+01
8.800000000000000000e+01,8.105859375000000000e+01,9.242443847656250000e+01
8.900000000000000000e+01,8.152771759033203125e+01,9.169931030273437500e+01
9.000000000000000000e+01,8.199407196044921875e+01,9.232015228271484375e+01
9.100000000000000000e+01,8.245712280273437500e+01,9.184886932373046875e+01
9.200000000000000000e+01,8.291632080078125000e+01,9.162844085693359375e+01
9.300000000000000000e+01,8.337114715576171875e+01,9.109200286865234375e+01
9.400000000000000000e+01,8.382108306884765625e+01,9.102578735351562500e+01
9.500000000000000000e+01,8.426563262939453125e+01,8.978059387207031250e+01
9.600000000000000000e+01,8.470433044433593750e+01,8.950846099853515625e+01
9.700000000000000000e+01,8.513669586181640625e+01,8.970665740966796875e+01
9.800000000000000000e+01,8.556230163574218750e+01,8.957203674316406250e+01
9.900000000000000000e+01,8.598069763183593750e+01,8.997997283935546875e+01
1.000000000000000000e+02,8.639149475097656250e+01,9.033951568603515625e+01
1.010000000000000000e+02,8.679429626464843750e+01,9.153372955322265625e+01
1.020000000000000000e+02,8.718872070312500000e+01,9.146376800537109375e+01
1.030000000000000000e+02,8.757442474365234375e+01,9.162178802490234375e+01
1.040000000000000000e+02,8.795107269287109375e+01,9.281381988525390625e+01
1.050000000000000000e+02,8.831835174560546875e+01,9.287789154052734375e+01
1.060000000000000000e+02,8.867596435546875000e+01,9.166800689697265625e+01
1.070000000000000000e+02,8.902363586425781250e+01,9.254128265380859375e+01
1.080000000000000000e+02,8.936112213134765625e+01,9.365686035156250000e+01
1.090000000000000000e+02,8.968817901611328125e+01,9.287523651123046875e+01
1.100000000000000000e+02,9.000460815429687500e+01,9.347306060791015625e+01
1.110000000000000000e+02,9.031021118164062500e+01,9.294167327880859375e+01
1.120000000000000000e+02,9.060481262207031250e+01,9.362993621826171875e+01
1.130000000000000000e+02,9.088826751708984375e+01,9.419054412841796875e+01
1.140000000000000000e+02,9.116045379638671875e+01,9.386800384521484375e+01
1.150000000000000000e+02,9.142124938964843750e+01,9.348018646240234375e+01
1.160000000000000000e+02,9.167057037353515625e+01,9.624291992187500000e+01
1.170000000000000000e+02,9.190835571289062500e+01,9.578086090087890625e+01
1.180000000000000000e+02,9.213454437255859375e+01,9.529412078857421875e+01
1.190000000000000000e+02,9.234911346435546875e+01,9.685097503662109375e+01
1.200000000000000000e+02,9.255205535888671875e+01,9.589915466308593750e+01
1.210000000000000000e+02,9.274337768554687500e+01,9.740183258056640625e+01
1.220000000000000000e+02,9.292311096191406250e+01,9.793343353271484375e+01
1.230000000000000000e+02,9.309420776367187500e+01,9.782646179199218750e+01
1.240000000000000000e+02,9.325736999511718750e+01,9.839008331298828125e+01
1.250000000000000000e+02,9.341259765625000000e+01,9.937062835693359375e+01
1.260000000000000000e+02,9.355990600585937500e+01,9.894031524658203125e+01
1.270000000000000000e+02,9.369931030273437500e+01,9.985899353027343750e+01
1.280000000000000000e+02,9.383086395263671875e+01,1.003250808715820312e+02
1.290000000000000000e+02,9.395461273193359375e+01,9.758295440673828125e+01
1.300000000000000000e+02,9.407061767578125000e+01,9.835327911376953125e+01
1.310000000000000000e+02,9.417896270751953125e+01,9.909911346435546875e+01
1.320000000000000000e+02,9.427973175048828125e+01,9.843206787109375000e+01
1.330000000000000000e+02,9.437302398681640625e+01,9.801097869873046875e+01
1.340000000000000000e+02,9.445896148681640625e+01,9.984622192382812500e+01
1.350000000000000000e+02,9.453765106201171875e+01,1.008733825683593750e+02
1.360000000000000000e+02,9.460923767089843750e+01,1.010618515014648438e+02
1.370000000000000000e+02,9.467536926269531250e+01,1.009229202270507812e+02
1.380000000000000000e+02,9.473773956298828125e+01,1.014250259399414062e+02
1.390000000000000000e+02,9.479638671875000000e+01,1.020077514648437500e+02
1.400000000000000000e+02,9.485136413574218750e+01,1.013459701538085938e+02
1.410000000000000000e+02,9.490272521972656250e+01,1.018056716918945312e+02
1.420000000000000000e+02,9.495053863525390625e+01,1.026248626708984375e+02
1.430000000000000000e+02,9.499487304687500000e+01,1.018751678466796875e+02
1.440000000000000000e+02,9.503578948974609375e+01,1.020977706909179688e+02
1.450000000000000000e+02,9.507337188720703125e+01,1.024963607788085938e+02
1.460000000000000000e+02,9.510769653320312500e+01,1.032434539794921875e+02
1.470000000000000000e+02,9.513885498046875000e+01,1.036148681640625000e+02
1.480000000000000000e+02,9.516692352294921875e+01,1.054065322875976562e+02
1.490000000000000000e+02,9.519200897216796875e+01,1.048100433349609375e+02
1.500000000000000000e+02,9.521419525146484375e+01,1.057789459228515625e+02
1.510000000000000000e+02,9.523358917236328125e+01,1.054549179077148438e+02
1.520000000000000000e+02,9.525028991699218750e+01,1.069279022216796875e+02
1.530000000000000000e+02,9.526441192626953125e+01,1.065070724487304688e+02
1.540000000000000000e+02,9.527606201171875000e+01,1.065901870727539062e+02
1.550000000000000000e+02,9.528534698486328125e+01,1.069318466186523438e+02
1.560000000000000000e+02,9.529239654541015625e+01,1.067860641479492188e+02
1.570000000000000000e+02,9.529731750488281250e+01,1.063048477172851562e+02
1.580000000000000000e+02,9.530023956298828125e+01,1.063607101440429688e+02
1.590000000000000000e+02,9.530127716064453125e+01,1.082137527465820312e+02
1.600000000000000000e+02,9.530127716064453125e+01,1.079567108154296875e+02
1.610000000000000000e+02,9.530127716064453125e+01,1.008565902709960938e+02
1.620000000000000000e+02,9.530127716064453125e+01,1.049470367431640625e+02
1.630000000000000000e+02,9.530127716064453125e+01,1.042381591796875000e+02
1.640000000000000000e+02,9.530127716064453125e+01,1.041193923950195312e+02
1.650000000000000000e+02,9.530127716064453125e+01,1.050935134887695312e+02
1.660000000000000000e+02,9.530127716064453125e+01,1.049522247314453125e+02
1.670000000000000000e+02,9.530127716064453125e+01,1.060966567993164062e+02
1.680000000000000000e+02,9.530127716064453125e+01,1.075628433227539062e+02
1.690000000000000000e+02,9.530127716064453125e+01,1.060732040405273438e+02
1.700000000000000000e+02,9.530127716064453125e+01,1.082292098999023438e+02
1.710000000000000000e+02,9.530127716064453125e+01,1.071603012084960938e+02
1.720000000000000000e+02,9.530127716064453125e+01,1.082842025756835938e+02
1.730000000000000000e+02,9.530127716064453125e+01,1.063745880126953125e+02
1.740000000000000000e+02,9.530127716064453125e+01,1.079247970581054688e+02
1.750000000000000000e+02,9.530127716064453125e+01,1.092017364501953125e+02
1.760000000000000000e+02,9.530127716064453125e+01,1.093152008056640625e+02
1.770000000000000000e+02,9.530127716064453125e+01,1.088877868652343750e+02
1.780000000000000000e+02,9.530127716064453125e+01,1.092455062866210938e+02
1.790000000000000000e+02,9.530127716064453125e+01,1.108186187744140625e+02
1.800000000000000000e+02,9.530127716064453125e+01,1.105306167602539062e+02
1.810000000000000000e+02,9.530127716064453125e+01,1.111642227172851562e+02
1.820000000000000000e+02,9.530127716064453125e+01,1.112098159790039062e+02
1.830000000000000000e+02,9.530127716064453125e+01,1.117227172851562500e+02
1.840000000000000000e+02,9.530127716064453125e+01,1.110857162475585938e+02
1.850000000000000000e+02,9.530127716064453125e+01,1.129063796997070312e+02
1.860000000000000000e+02,9.530127716064453125e+01,1.126232681274414062e+02
1.870000000000000000e+02,9.530127716064453125e+01,1.120545730590820312e+02
1.880000000000000000e+02,9.530127716064453125e+01,1.132932662963867188e+02
1.890000000000000000e+02,9.530127716064453125e+01,1.134460830688476562e+02
1.900000000000000000e+02,9.530127716064453125e+01,1.131904830932617188e+02
1.910000000000000000e+02,9.530127716064453125e+01,1.135173263549804688e+02
1.920000000000000000e+02,9.530127716064453125e+01,1.145270462036132812e+02
1.930000000000000000e+02,9.530127716064453125e+01,1.124225006103515625e+02
1.940000000000000000e+02,9.530127716064453125e+01,1.144900131225585938e+02
1.950000000000000000e+02,9.530127716064453125e+01,1.152151718139648438e+02
1.960000000000000000e+02,9.530127716064453125e+01,1.152387008666992188e+02
1.970000000000000000e+02,9.530127716064453125e+01,1.160596466064453125e+02
1.980000000000000000e+02,9.533522033691406250e+01,1.167495651245117188e+02
1.990000000000000000e+02,9.537337493896484375e+01,1.170357131958007812e+02
2.000000000000000000e+02,9.541511535644531250e+01,1.162530746459960938e+02
2.010000000000000000e+02,9.555435180664062500e+01,1.177096710205078125e+02
2.020000000000000000e+02,9.571377563476562500e+01,1.178289947509765625e+02
2.030000000000000000e+02,9.588296508789062500e+01,1.181172714233398438e+02
2.040000000000000000e+02,9.606208038330078125e+01,1.185599288940429688e+02
2.050000000000000000e+02,9.625125885009765625e+01,1.178784255981445312e+02
2.060000000000000000e+02,9.645063781738281250e+01,1.177400741577148438e+02
2.070000000000000000e+02,9.666036224365234375e+01,1.193470993041992188e+02
2.080000000000000000e+02,9.697094726562500000e+01,1.191825027465820312e+02
2.090000000000000000e+02,9.736193847656250000e+01,1.181743545532226562e+02
2.100000000000000000e+02,9.776950836181640625e+01,1.203627319335937500e+02
2.110000000000000000e+02,9.819375610351562500e+01,1.214070587158203125e+02
2.120000000000000000e+02,9.863478088378906250e+01,1.203417129516601562e+02
2.130000000000000000e+02,9.909264373779296875e+01,1.208295593261718750e+02
2.140000000000000000e+02,9.956741333007812500e+01,1.216279449462890625e+02
2.150000000000000000e+02,1.000591506958007812e+02,1.211503677368164062e+02
2.160000000000000000e+02,1.005678863525390625e+02,1.219712982177734375e+02
2.170000000000000000e+02,1.010936508178710938e+02,1.218584518432617188e+02
2.180000000000000000e+02,1.016364669799804688e+02,1.226580200195312500e+02
2.190000000000000000e+02,1.021963424682617188e+02,1.227689056396484375e+02
2.200000000000000000e+02,1.027732620239257812e+02,1.244466094970703125e+02
2.210000000000000000e+02,1.033672103881835938e+02,1.249994354248046875e+02
2.220000000000000000e+02,1.039781570434570312e+02,1.257205581665039062e+02
2.230000000000000000e+02,1.046060714721679688e+02,1.256949234008789062e+02
2.240000000000000000e+02,1.052508926391601562e+02,1.249820251464843750e+02
2.250000000000000000e+02,1.059125595092773438e+02,1.244673538208007812e+02
2.260000000000000000e+02,1.065909957885742188e+02,1.254280853271484375e+02
2.270000000000000000e+02,1.072861251831054688e+02,1.251930923461914062e+02
2.280000000000000000e+02,1.079978408813476562e+02,1.277602310180664062e+02
2.290000000000000000e+02,1.087260360717773438e+02,1.278734817504882812e+02
2.300000000000000000e+02,1.094705963134765625e+02,1.272002792358398438e+02
2.310000000000000000e+02,1.102313995361328125e+02,1.279998626708984375e+02
2.320000000000000000e+02,1.110083007812500000e+02,1.281004028320312500e+02
2.330000000000000000e+02,1.118011398315429688e+02,1.275111007690429688e+02
2.340000000000000000e+02,1.126097793579101562e+02,1.297879943847656250e+02
2.350000000000000000e+02,1.134340286254882812e+02,1.291209869384765625e+02
2.360000000000000000e+02,1.142737197875976562e+02,1.289759368896484375e+02
2.370000000000000000e+02,1.151286697387695312e+02,1.297653808593750000e+02
2.380000000000000000e+02,1.159986648559570312e+02,1.305526885986328125e+02
2.390000000000000000e+02,1.168834991455078125e+02,1.307112121582031250e+02
2.400000000000000000e+02,1.177829666137695312e+02,1.307943878173828125e+02
2.410000000000000000e+02,1.186968307495117188e+02,1.313053588867187500e+02
2.420000000000000000e+02,1.196248626708984375e+02,1.322715759277343750e+02
2.430000000000000000e+02,1.205668106079101562e+02,1.316557769775390625e+02
2.440000000000000000e+02,1.215224380493164062e+02,1.330292358398437500e+02
2.450000000000000000e+02,1.224914703369140625e+02,1.330352325439453125e+02
2.460000000000000000e+02,1.234736404418945312e+02,1.337982940673828125e+02
2.470000000000000000e+02,1.244686737060546875e+02,1.348885345458984375e+02
2.480000000000000000e+02,1.254762954711914062e+02,1.347584381103515625e+02
2.490000000000000000e+02,1.264962081909179688e+02,1.352145690917968750e+02
2.500000000000000000e+02,1.275281143188476562e+02,1.343078308105468750e+02
2.510000000000000000e+02,1.285717010498046875e+02,1.359149780273437500e+02
2.520000000000000000e+02,1.296266784667968750e+02,1.359859161376953125e+02
2.530000000000000000e+02,1.306927032470703125e+02,1.364615783691406250e+02
2.540000000000000000e+02,1.317694702148437500e+02,1.372754821777343750e+02
2.550000000000000000e+02,1.328566436767578125e+02,1.379248504638671875e+02
2.560000000000000000e+02,1.339538726806640625e+02,1.376217498779296875e+02
2.570000000000000000e+02,1.350608520507812500e+02,1.357028503417968750e+02
2.580000000000000000e+02,1.361772003173828125e+02,1.371224822998046875e+02
2.590000000000000000e+02,1.373025817871093750e+02,1.371896972656250000e+02
2.600000000000000000e+02,1.384366455078125000e+02,1.377406921386718750e+02
2.610000000000000000e+02,1.395790252685546875e+02,1.412495727539062500e+02
2.620000000000000000e+02,1.407293548583984375e+02,1.412116699218750000e+02
2.630000000000000000e+02,1.418872680664062500e+02,1.438241119384765625e+02
2.640000000000000000e+02,1.430523986816406250e+02,1.456375122070312500e+02
2.650000000000000000e+02,1.442243652343750000e+02,1.461161346435546875e+02
2.660000000000000000e+02,1.454027862548828125e+02,1.452650604248046875e+02
2.670000000000000000e+02,1.465872955322265625e+02,1.440956726074218750e+02
2.680000000000000000e+02,1.477774963378906250e+02,1.454658813476562500e+02
2.690000000000000000e+02,1.489729919433593750e+02,1.449321899414062500e+02
2.700000000000000000e+02,1.501734161376953125e+02,1.438574829101562500e+02
2.710000000000000000e+02,1.513783721923828125e+02,1.434332580566406250e+02
2.720000000000000000e+02,1.525874786376953125e+02,1.453438110351562500e+02
2.730000000000000000e+02,1.538003234863281250e+02,1.444906921386718750e+02
2.740000000000000000e+02,1.550165100097656250e+02,1.446343841552734375e+02
2.750000000000000000e+02,1.562356719970703125e+02,1.447722625732421875e+02
2.760000000000000000e+02,1.574573822021484375e+02,1.472368011474609375e+02
2.770000000000000000e+02,1.586812744140625000e+02,1.478657684326171875e+02
2.780000000000000000e+02,1.599069366455078125e+02,1.468016967773437500e+02
2.790000000000000000e+02,1.611339874267578125e+02,1.460454101562500000e+02
2.800000000000000000e+02,1.623619995117187500e+02,1.474884338378906250e+02
2.810000000000000000e+02,1.635906219482421875e+02,1.472714691162109375e+02
2.820000000000000000e+02,1.648194427490234375e+02,1.481683959960937500e+02
2.830000000000000000e+02,1.660480651855468750e+02,1.475778198242187500e+02
2.840000000000000000e+02,1.672761077880859375e+02,1.490151672363281250e+02
2.850000000000000000e+02,1.685031738281250000e+02,1.488909759521484375e+02
2.860000000000000000e+02,1.697288970947265625e+02,1.489326477050781250e+02
2.870000000000000000e+02,1.709528808593750000e+02,1.497888183593750000e+02
2.880000000000000000e+02,1.721747283935546875e+02,1.488160552978515625e+02
2.890000000000000000e+02,1.733940887451171875e+02,1.474613342285156250e+02
2.900000000000000000e+02,1.746105804443359375e+02,1.483438568115234375e+02
2.910000000000000000e+02,1.758238220214843750e+02,1.486080780029296875e+02
2.920000000000000000e+02,1.770334472656250000e+02,1.494017333984375000e+02
2.930000000000000000e+02,1.782391052246093750e+02,1.497507934570312500e+02
2.940000000000000000e+02,1.794404144287109375e+02,1.503152160644531250e+02
2.950000000000000000e+02,1.806370239257812500e+02,1.501440124511718750e+02
2.960000000000000000e+02,1.818285827636718750e+02,1.527021026611328125e+02
2.970000000000000000e+02,1.830147552490234375e+02,1.529221191406250000e+02
2.980000000000000000e+02,1.841951751708984375e+02,1.540137329101562500e+02
2.990000000000000000e+02,1.853695220947265625e+02,1.545187072753906250e+02
3.000000000000000000e+02,1.865374603271484375e+02,1.544385375976562500e+02
3.010000000000000000e+02,1.876986389160156250e+02,1.529622497558593750e+02
3.020000000000000000e+02,1.888527679443359375e+02,1.527140502929687500e+02
3.030000000000000000e+02,1.899995117187500000e+02,1.527933959960937500e+02
3.040000000000000000e+02,1.911385650634765625e+02,1.543871154785156250e+02
3.050000000000000000e+02,1.922696228027343750e+02,1.540775604248046875e+02
3.060000000000000000e+02,1.933923950195312500e+02,1.541560821533203125e+02
3.070000000000000000e+02,1.945065612792968750e+02,1.537727661132812500e+02
3.080000000000000000e+02,1.956118621826171875e+02,1.516352539062500000e+02
3.090000000000000000e+02,1.967080078125000000e+02,1.492071228027343750e+02
3.100000000000000000e+02,1.977947235107421875e+02,1.453791503906250000e+02
3.110000000000000000e+02,1.988717651367187500e+02,1.438492736816406250e+02
3.120000000000000000e+02,1.999388427734375000e+02,1.450086822509765625e+02
3.130000000000000000e+02,2.009957275390625000e+02,1.447680664062500000e+02
3.140000000000000000e+02,2.020421600341796875e+02,1.450041503906250000e+02
3.150000000000000000e+02,2.030779113769531250e+02,1.442920227050781250e+02
