sample_index,y_true_vb,y_pred_vb
2.810000000000000000e+02,1.635906219482421875e+02,1.464540863037109375e+02
2.820000000000000000e+02,1.648194427490234375e+02,1.467496948242187500e+02
2.830000000000000000e+02,1.660480651855468750e+02,1.457490692138671875e+02
2.840000000000000000e+02,1.672761077880859375e+02,1.477251892089843750e+02
2.850000000000000000e+02,1.685031738281250000e+02,1.474253845214843750e+02
2.860000000000000000e+02,1.697288970947265625e+02,1.475441741943359375e+02
2.870000000000000000e+02,1.709528808593750000e+02,1.475616607666015625e+02
2.880000000000000000e+02,1.721747283935546875e+02,1.478101959228515625e+02
2.890000000000000000e+02,1.733940887451171875e+02,1.460153656005859375e+02
2.900000000000000000e+02,1.746105804443359375e+02,1.465785522460937500e+02
2.910000000000000000e+02,1.758238220214843750e+02,1.472636566162109375e+02
2.920000000000000000e+02,1.770334472656250000e+02,1.475934906005859375e+02
2.930000000000000000e+02,1.782391052246093750e+02,1.480426177978515625e+02
2.940000000000000000e+02,1.794404144287109375e+02,1.486948394775390625e+02
2.950000000000000000e+02,1.806370239257812500e+02,1.481584777832031250e+02
2.960000000000000000e+02,1.818285827636718750e+02,1.507135772705078125e+02
2.970000000000000000e+02,1.830147552490234375e+02,1.513939971923828125e+02
2.980000000000000000e+02,1.841951751708984375e+02,1.517989959716796875e+02
2.990000000000000000e+02,1.853695220947265625e+02,1.521581878662109375e+02
3.000000000000000000e+02,1.865374603271484375e+02,1.519244995117187500e+02
3.010000000000000000e+02,1.876986389160156250e+02,1.506421356201171875e+02
3.020000000000000000e+02,1.888527679443359375e+02,1.501392974853515625e+02
3.030000000000000000e+02,1.899995117187500000e+02,1.505617065429687500e+02
3.040000000000000000e+02,1.911385650634765625e+02,1.521094818115234375e+02
3.050000000000000000e+02,1.922696228027343750e+02,1.518771820068359375e+02
3.060000000000000000e+02,1.933923950195312500e+02,1.510758819580078125e+02
3.070000000000000000e+02,1.945065612792968750e+02,1.508831481933593750e+02
3.080000000000000000e+02,1.956118621826171875e+02,1.484502258300781250e+02
3.090000000000000000e+02,1.967080078125000000e+02,1.458741455078125000e+02
3.100000000000000000e+02,1.977947235107421875e+02,1.425741424560546875e+02
3.110000000000000000e+02,1.988717651367187500e+02,1.409588470458984375e+02
3.120000000000000000e+02,1.999388427734375000e+02,1.423493499755859375e+02
3.130000000000000000e+02,2.009957275390625000e+02,1.418044128417968750e+02
3.140000000000000000e+02,2.020421600341796875e+02,1.416254272460937500e+02
3.150000000000000000e+02,2.030779113769531250e+02,1.410746612548828125e+02
