npz_row,cut_index,signal_file,true_vb
91,92,c_4_092.csv,82.91632080078125
92,93,c_4_093.csv,83.37114715576172
93,94,c_4_094.csv,83.82108306884766
94,95,c_4_095.csv,84.26563262939453
95,96,c_4_096.csv,84.70433044433594
96,97,c_4_097.csv,85.1366958618164
97,98,c_4_098.csv,85.56230163574219
98,99,c_4_099.csv,85.98069763183594
99,100,c_4_100.csv,86.39149475097656
100,101,c_4_101.csv,86.79429626464844
101,102,c_4_102.csv,87.188720703125
102,103,c_4_103.csv,87.57442474365234
103,104,c_4_104.csv,87.9510726928711
104,105,c_4_105.csv,88.31835174560547
105,106,c_4_106.csv,88.67596435546875
106,107,c_4_107.csv,89.02363586425781
107,108,c_4_108.csv,89.36112213134766
108,109,c_4_109.csv,89.68817901611328
109,110,c_4_110.csv,90.00460815429688
110,111,c_4_111.csv,90.31021118164062
111,112,c_4_112.csv,90.60481262207031
112,113,c_4_113.csv,90.88826751708984
113,114,c_4_114.csv,91.16045379638672
114,115,c_4_115.csv,91.42124938964844
115,116,c_4_116.csv,91.67057037353516
116,117,c_4_117.csv,91.90835571289062
117,118,c_4_118.csv,92.1345443725586
118,119,c_4_119.csv,92.34911346435547
119,120,c_4_120.csv,92.55205535888672
120,121,c_4_121.csv,92.74337768554688
121,122,c_4_122.csv,92.92311096191406
122,123,c_4_123.csv,93.09420776367188
123,124,c_4_124.csv,93.25736999511719
124,125,c_4_125.csv,93.41259765625
125,126,c_4_126.csv,93.55990600585938
126,127,c_4_127.csv,93.69931030273438
127,128,c_4_128.csv,93.83086395263672
128,129,c_4_129.csv,93.9546127319336
129,130,c_4_130.csv,94.07061767578125
130,131,c_4_131.csv,94.17896270751953
131,132,c_4_132.csv,94.27973175048828
132,133,c_4_133.csv,94.3730239868164
133,134,c_4_134.csv,94.4589614868164
134,135,c_4_135.csv,94.53765106201172
135,136,c_4_136.csv,94.60923767089844
136,137,c_4_137.csv,94.67536926269531
137,138,c_4_138.csv,94.73773956298828
138,139,c_4_139.csv,94.79638671875
139,140,c_4_140.csv,94.85136413574219
140,141,c_4_141.csv,94.90272521972656
141,142,c_4_142.csv,94.9505386352539
142,143,c_4_143.csv,94.994873046875
143,144,c_4_144.csv,95.0357894897461
144,145,c_4_145.csv,95.07337188720703
145,146,c_4_146.csv,95.10769653320312
146,147,c_4_147.csv,95.13885498046875
147,148,c_4_148.csv,95.16692352294922
148,149,c_4_149.csv,95.19200897216797
149,150,c_4_150.csv,95.21419525146484
150,151,c_4_151.csv,95.23358917236328
151,152,c_4_152.csv,95.25028991699219
152,153,c_4_153.csv,95.26441192626953
153,154,c_4_154.csv,95.27606201171875
154,155,c_4_155.csv,95.28534698486328
155,156,c_4_156.csv,95.29239654541016
156,157,c_4_157.csv,95.29731750488281
157,158,c_4_158.csv,95.30023956298828
158,159,c_4_159.csv,95.30127716064453
159,160,c_4_160.csv,95.30127716064453
160,161,c_4_161.csv,95.30127716064453
161,162,c_4_162.csv,95.30127716064453
162,163,c_4_163.csv,95.30127716064453
163,164,c_4_164.csv,95.30127716064453
164,165,c_4_165.csv,95.30127716064453
165,166,c_4_166.csv,95.30127716064453
166,167,c_4_167.csv,95.30127716064453
167,168,c_4_168.csv,95.30127716064453
168,169,c_4_169.csv,95.30127716064453
169,170,c_4_170.csv,95.30127716064453
170,171,c_4_171.csv,95.30127716064453
171,172,c_4_172.csv,95.30127716064453
172,173,c_4_173.csv,95.30127716064453
173,174,c_4_174.csv,95.30127716064453
174,175,c_4_175.csv,95.30127716064453
175,176,c_4_176.csv,95.30127716064453
176,177,c_4_177.csv,95.30127716064453
177,178,c_4_178.csv,95.30127716064453
178,179,c_4_179.csv,95.30127716064453
179,180,c_4_180.csv,95.30127716064453
180,181,c_4_181.csv,95.30127716064453
181,182,c_4_182.csv,95.30127716064453
182,183,c_4_183.csv,95.30127716064453
183,184,c_4_184.csv,95.30127716064453
184,185,c_4_185.csv,95.30127716064453
185,186,c_4_186.csv,95.30127716064453
186,187,c_4_187.csv,95.30127716064453
187,188,c_4_188.csv,95.30127716064453
188,189,c_4_189.csv,95.30127716064453
189,190,c_4_190.csv,95.30127716064453
190,191,c_4_191.csv,95.30127716064453
191,192,c_4_192.csv,95.30127716064453
192,193,c_4_193.csv,95.30127716064453
193,194,c_4_194.csv,95.30127716064453
194,195,c_4_195.csv,95.30127716064453
195,196,c_4_196.csv,95.30127716064453
196,197,c_4_197.csv,95.30127716064453
197,198,c_4_198.csv,95.33522033691406
198,199,c_4_199.csv,95.37337493896484
199,200,c_4_200.csv,95.41511535644531
200,201,c_4_201.csv,95.55435180664062
201,202,c_4_202.csv,95.71377563476562
202,203,c_4_203.csv,95.88296508789062
203,204,c_4_204.csv,96.06208038330078
204,205,c_4_205.csv,96.25125885009766
205,206,c_4_206.csv,96.45063781738281
206,207,c_4_207.csv,96.66036224365234
207,208,c_4_208.csv,96.970947265625
208,209,c_4_209.csv,97.3619384765625
209,210,c_4_210.csv,97.7695083618164
210,211,c_4_211.csv,98.19375610351562
211,212,c_4_212.csv,98.63478088378906
212,213,c_4_213.csv,99.09264373779297
213,214,c_4_214.csv,99.56741333007812
214,215,c_4_215.csv,100.05915069580078
215,216,c_4_216.csv,100.56788635253906
216,217,c_4_217.csv,101.0936508178711
217,218,c_4_218.csv,101.63646697998047
218,219,c_4_219.csv,102.19634246826172
219,220,c_4_220.csv,102.77326202392578
220,221,c_4_221.csv,103.3672103881836
221,222,c_4_222.csv,103.97815704345703
222,223,c_4_223.csv,104.60607147216797
223,224,c_4_224.csv,105.25089263916016
224,225,c_4_225.csv,105.91255950927734
225,226,c_4_226.csv,106.59099578857422
226,227,c_4_227.csv,107.28612518310547
227,228,c_4_228.csv,107.99784088134766
228,229,c_4_229.csv,108.72603607177734
229,230,c_4_230.csv,109.47059631347656
230,231,c_4_231.csv,110.23139953613281
231,232,c_4_232.csv,111.00830078125
232,233,c_4_233.csv,111.80113983154297
233,234,c_4_234.csv,112.60977935791016
234,235,c_4_235.csv,113.43402862548828
235,236,c_4_236.csv,114.27371978759766
236,237,c_4_237.csv,115.12866973876953
237,238,c_4_238.csv,115.99866485595703
238,239,c_4_239.csv,116.88349914550781
239,240,c_4_240.csv,117.78296661376953
240,241,c_4_241.csv,118.69683074951172
241,242,c_4_242.csv,119.62486267089844
242,243,c_4_243.csv,120.56681060791016
243,244,c_4_244.csv,121.5224380493164
244,245,c_4_245.csv,122.49147033691406
245,246,c_4_246.csv,123.47364044189453
246,247,c_4_247.csv,124.46867370605469
247,248,c_4_248.csv,125.4762954711914
248,249,c_4_249.csv,126.49620819091797
249,250,c_4_250.csv,127.52811431884766
250,251,c_4_251.csv,128.5717010498047
251,252,c_4_252.csv,129.62667846679688
252,253,c_4_253.csv,130.6927032470703
253,254,c_4_254.csv,131.76947021484375
254,255,c_4_255.csv,132.8566436767578
255,256,c_4_256.csv,133.95387268066406
256,257,c_4_257.csv,135.06085205078125
257,258,c_4_258.csv,136.1772003173828
258,259,c_4_259.csv,137.30258178710938
259,260,c_4_260.csv,138.4366455078125
260,261,c_4_261.csv,139.5790252685547
261,262,c_4_262.csv,140.72935485839844
262,263,c_4_263.csv,141.88726806640625
263,264,c_4_264.csv,143.05239868164062
264,265,c_4_265.csv,144.224365234375
265,266,c_4_266.csv,145.4027862548828
266,267,c_4_267.csv,146.58729553222656
267,268,c_4_268.csv,147.77749633789062
268,269,c_4_269.csv,148.97299194335938
269,270,c_4_270.csv,150.1734161376953
270,271,c_4_271.csv,151.3783721923828
271,272,c_4_272.csv,152.5874786376953
272,273,c_4_273.csv,153.80032348632812
273,274,c_4_274.csv,155.01651000976562
274,275,c_4_275.csv,156.2356719970703
275,276,c_4_276.csv,157.45738220214844
276,277,c_4_277.csv,158.6812744140625
277,278,c_4_278.csv,159.9069366455078
278,279,c_4_279.csv,161.1339874267578
279,280,c_4_280.csv,162.36199951171875
280,281,c_4_281.csv,163.5906219482422
281,282,c_4_282.csv,164.81944274902344
282,283,c_4_283.csv,166.04806518554688
283,284,c_4_284.csv,167.27610778808594
284,285,c_4_285.csv,168.503173828125
285,286,c_4_286.csv,169.72889709472656
286,287,c_4_287.csv,170.952880859375
287,288,c_4_288.csv,172.1747283935547
288,289,c_4_289.csv,173.3940887451172
289,290,c_4_290.csv,174.61058044433594
290,291,c_4_291.csv,175.82382202148438
291,292,c_4_292.csv,177.033447265625
292,293,c_4_293.csv,178.23910522460938
293,294,c_4_294.csv,179.44041442871094
294,295,c_4_295.csv,180.63702392578125
295,296,c_4_296.csv,181.82858276367188
296,297,c_4_297.csv,183.01475524902344
297,298,c_4_298.csv,184.19517517089844
298,299,c_4_299.csv,185.36952209472656
299,300,c_4_300.csv,186.53746032714844
300,301,c_4_301.csv,187.69863891601562
301,302,c_4_302.csv,188.85276794433594
302,303,c_4_303.csv,189.99951171875
303,304,c_4_304.csv,191.13856506347656
304,305,c_4_305.csv,192.26962280273438
305,306,c_4_306.csv,193.39239501953125
306,307,c_4_307.csv,194.50656127929688
307,308,c_4_308.csv,195.6118621826172
308,309,c_4_309.csv,196.7080078125
309,310,c_4_310.csv,197.7947235107422
310,311,c_4_311.csv,198.87176513671875
311,312,c_4_312.csv,199.9388427734375
312,313,c_4_313.csv,200.9957275390625
313,314,c_4_314.csv,202.0421600341797
314,315,c_4_315.csv,203.07791137695312
