npz_row,cut_index,signal_file,true_vb
130,131,c_1_131.csv,95.6590576171875
131,132,c_1_132.csv,95.8193130493164
132,133,c_1_133.csv,95.98097229003906
133,134,c_1_134.csv,96.1440200805664
134,135,c_1_135.csv,96.30846405029297
135,136,c_1_136.csv,96.490966796875
136,137,c_1_137.csv,96.7101058959961
137,138,c_1_138.csv,96.93286895751953
138,139,c_1_139.csv,97.15923309326172
139,140,c_1_140.csv,97.38917541503906
140,141,c_1_141.csv,97.6226577758789
141,142,c_1_142.csv,97.85965728759766
142,143,c_1_143.csv,98.10012817382812
143,144,c_1_144.csv,98.34403991699219
144,145,c_1_145.csv,98.59136199951172
145,146,c_1_146.csv,98.84204864501953
146,147,c_1_147.csv,99.0960693359375
147,148,c_1_148.csv,99.3533706665039
148,149,c_1_149.csv,99.6139144897461
149,150,c_1_150.csv,99.87765502929688
150,151,c_1_151.csv,100.14454650878906
151,152,c_1_152.csv,100.41455078125
152,153,c_1_153.csv,100.68761444091797
153,154,c_1_154.csv,100.96369171142578
154,155,c_1_155.csv,101.24272155761719
155,156,c_1_156.csv,101.52467346191406
156,157,c_1_157.csv,101.80947875976562
157,158,c_1_158.csv,102.09709167480469
158,159,c_1_159.csv,102.38746643066406
159,160,c_1_160.csv,102.6805419921875
160,161,c_1_161.csv,102.97626495361328
161,162,c_1_162.csv,103.27458190917969
162,163,c_1_163.csv,103.575439453125
163,164,c_1_164.csv,103.8787841796875
164,165,c_1_165.csv,104.18456268310547
165,166,c_1_166.csv,104.49270629882812
166,167,c_1_167.csv,104.80317687988281
167,168,c_1_168.csv,105.11590576171875
168,169,c_1_169.csv,105.43083953857422
169,170,c_1_170.csv,105.7479248046875
170,171,c_1_171.csv,106.06710815429688
171,172,c_1_172.csv,106.3883285522461
172,173,c_1_173.csv,106.71153259277344
173,174,c_1_174.csv,107.03665924072266
174,175,c_1_175.csv,107.36366271972656
175,176,c_1_176.csv,107.6924819946289
176,177,c_1_177.csv,108.02305603027344
177,178,c_1_178.csv,108.3553466796875
178,179,c_1_179.csv,108.68928527832031
179,180,c_1_180.csv,109.02482604980469
180,181,c_1_181.csv,109.3619155883789
181,182,c_1_182.csv,109.70050048828125
182,183,c_1_183.csv,110.04052734375
183,184,c_1_184.csv,110.38195037841797
184,185,c_1_185.csv,110.72471618652344
185,186,c_1_186.csv,111.06877136230469
186,187,c_1_187.csv,111.41407775878906
187,188,c_1_188.csv,111.76058197021484
188,189,c_1_189.csv,112.10823059082031
189,190,c_1_190.csv,112.45698547363281
190,191,c_1_191.csv,112.80680847167969
191,192,c_1_192.csv,113.15763854980469
192,193,c_1_193.csv,113.50944519042969
193,194,c_1_194.csv,113.86219024658203
194,195,c_1_195.csv,114.2158203125
195,196,c_1_196.csv,114.57030487060547
196,197,c_1_197.csv,114.92561340332031
197,198,c_1_198.csv,115.28169250488281
198,199,c_1_199.csv,115.63851928710938
199,200,c_1_200.csv,115.99605560302734
200,201,c_1_201.csv,116.35426330566406
201,202,c_1_202.csv,116.71311950683594
202,203,c_1_203.csv,117.07259368896484
203,204,c_1_204.csv,117.43266296386719
204,205,c_1_205.csv,117.79328155517578
205,206,c_1_206.csv,118.1544418334961
206,207,c_1_207.csv,118.51611328125
207,208,c_1_208.csv,118.8782730102539
208,209,c_1_209.csv,119.24090576171875
209,210,c_1_210.csv,119.60398864746094
210,211,c_1_211.csv,119.9675064086914
211,212,c_1_212.csv,120.33143615722656
212,213,c_1_213.csv,120.69577026367188
213,214,c_1_214.csv,121.06050109863281
214,215,c_1_215.csv,121.42560577392578
215,216,c_1_216.csv,121.79108428955078
216,217,c_1_217.csv,122.15692901611328
217,218,c_1_218.csv,122.52313232421875
218,219,c_1_219.csv,122.88969421386719
219,220,c_1_220.csv,123.25660705566406
220,221,c_1_221.csv,123.62387084960938
221,222,c_1_222.csv,123.99149322509766
222,223,c_1_223.csv,124.3594741821289
223,224,c_1_224.csv,124.72782135009766
224,225,c_1_225.csv,125.0965347290039
225,226,c_1_226.csv,125.46563720703125
226,227,c_1_227.csv,125.83512115478516
227,228,c_1_228.csv,126.20501708984375
228,229,c_1_229.csv,126.57532501220703
229,230,c_1_230.csv,126.9460678100586
230,231,c_1_231.csv,127.31726837158203
231,232,c_1_232.csv,127.68893432617188
232,233,c_1_233.csv,128.06109619140625
233,234,c_1_234.csv,128.43377685546875
234,235,c_1_235.csv,128.8070068359375
235,236,c_1_236.csv,129.18080139160156
236,237,c_1_237.csv,129.55519104003906
237,238,c_1_238.csv,129.9302215576172
238,239,c_1_239.csv,130.30589294433594
239,240,c_1_240.csv,130.68228149414062
240,241,c_1_241.csv,131.05938720703125
241,242,c_1_242.csv,131.43727111816406
242,243,c_1_243.csv,131.81594848632812
243,244,c_1_244.csv,132.19549560546875
244,245,c_1_245.csv,132.575927734375
245,246,c_1_246.csv,132.95729064941406
246,247,c_1_247.csv,133.33963012695312
247,248,c_1_248.csv,133.72300720214844
248,249,c_1_249.csv,134.10745239257812
249,250,c_1_250.csv,134.49302673339844
250,251,c_1_251.csv,134.87979125976562
251,252,c_1_252.csv,135.2677764892578
252,253,c_1_253.csv,135.6570587158203
253,254,c_1_254.csv,136.04766845703125
254,255,c_1_255.csv,136.439697265625
255,256,c_1_256.csv,136.8331756591797
256,257,c_1_257.csv,137.22817993164062
257,258,c_1_258.csv,137.62477111816406
258,259,c_1_259.csv,138.0229949951172
259,260,c_1_260.csv,138.4229278564453
260,261,c_1_261.csv,138.8246307373047
261,262,c_1_262.csv,139.22817993164062
262,263,c_1_263.csv,139.6336212158203
263,264,c_1_264.csv,140.0410614013672
264,265,c_1_265.csv,140.4505157470703
265,266,c_1_266.csv,140.8621063232422
266,267,c_1_267.csv,141.27586364746094
267,268,c_1_268.csv,141.69189453125
268,269,c_1_269.csv,142.11024475097656
269,270,c_1_270.csv,142.53099060058594
270,271,c_1_271.csv,142.95420837402344
271,272,c_1_272.csv,143.37998962402344
272,273,c_1_273.csv,143.8083953857422
273,274,c_1_274.csv,144.23948669433594
274,275,c_1_275.csv,144.67337036132812
275,276,c_1_276.csv,145.11009216308594
276,277,c_1_277.csv,145.5497589111328
277,278,c_1_278.csv,145.992431640625
278,279,c_1_279.csv,146.4381866455078
279,280,c_1_280.csv,146.88710021972656
280,281,c_1_281.csv,147.33924865722656
281,282,c_1_282.csv,147.7947235107422
282,283,c_1_283.csv,148.25360107421875
283,284,c_1_284.csv,148.7159423828125
284,285,c_1_285.csv,149.1818389892578
285,286,c_1_286.csv,149.6513671875
286,287,c_1_287.csv,150.12460327148438
287,288,c_1_288.csv,150.6016082763672
288,289,c_1_289.csv,151.08248901367188
289,290,c_1_290.csv,151.56729125976562
290,291,c_1_291.csv,152.05612182617188
291,292,c_1_292.csv,152.5490264892578
292,293,c_1_293.csv,153.0460968017578
293,294,c_1_294.csv,153.54739379882812
294,295,c_1_295.csv,154.05300903320312
295,296,c_1_296.csv,154.56300354003906
296,297,c_1_297.csv,155.0774383544922
297,298,c_1_298.csv,155.59640502929688
298,299,c_1_299.csv,156.11996459960938
299,300,c_1_300.csv,156.64817810058594
300,301,c_1_301.csv,157.1811065673828
301,302,c_1_302.csv,157.71884155273438
302,303,c_1_303.csv,158.26141357421875
303,304,c_1_304.csv,158.8089141845703
304,305,c_1_305.csv,159.3614044189453
305,306,c_1_306.csv,159.91891479492188
306,307,c_1_307.csv,160.48153686523438
307,308,c_1_308.csv,161.04931640625
308,309,c_1_309.csv,161.62228393554688
309,310,c_1_310.csv,162.20053100585938
310,311,c_1_311.csv,162.78408813476562
311,312,c_1_312.csv,163.37301635742188
312,313,c_1_313.csv,163.9673309326172
313,314,c_1_314.csv,164.56712341308594
314,315,c_1_315.csv,165.1724090576172
