cut,y_true,y_pred
1.300000000000000000e+02,9.407061767578125000e+01,9.702198028564453125e+01
1.310000000000000000e+02,9.417896270751953125e+01,9.762308502197265625e+01
1.320000000000000000e+02,9.427973175048828125e+01,9.667237091064453125e+01
1.330000000000000000e+02,9.437302398681640625e+01,9.616764831542968750e+01
1.340000000000000000e+02,9.445896148681640625e+01,9.736781311035156250e+01
1.350000000000000000e+02,9.453765106201171875e+01,9.843054199218750000e+01
1.360000000000000000e+02,9.460923767089843750e+01,9.864465332031250000e+01
1.370000000000000000e+02,9.467536926269531250e+01,9.748825073242187500e+01
1.380000000000000000e+02,9.473773956298828125e+01,9.820979309082031250e+01
1.390000000000000000e+02,9.479638671875000000e+01,9.914703369140625000e+01
1.400000000000000000e+02,9.485136413574218750e+01,9.895789337158203125e+01
1.410000000000000000e+02,9.490272521972656250e+01,9.947161102294921875e+01
1.420000000000000000e+02,9.495053863525390625e+01,1.007546615600585938e+02
1.430000000000000000e+02,9.499487304687500000e+01,9.988406372070312500e+01
1.440000000000000000e+02,9.503578948974609375e+01,1.003629913330078125e+02
1.450000000000000000e+02,9.507337188720703125e+01,1.005405731201171875e+02
1.460000000000000000e+02,9.510769653320312500e+01,1.020665969848632812e+02
1.470000000000000000e+02,9.513885498046875000e+01,1.014286193847656250e+02
1.480000000000000000e+02,9.516692352294921875e+01,1.032252349853515625e+02
1.490000000000000000e+02,9.519200897216796875e+01,1.015460815429687500e+02
1.500000000000000000e+02,9.521419525146484375e+01,1.040679779052734375e+02
1.510000000000000000e+02,9.523358917236328125e+01,1.032041091918945312e+02
1.520000000000000000e+02,9.525028991699218750e+01,1.049152297973632812e+02
1.530000000000000000e+02,9.526441192626953125e+01,1.047598648071289062e+02
1.540000000000000000e+02,9.527606201171875000e+01,1.054594726562500000e+02
1.550000000000000000e+02,9.528534698486328125e+01,1.056880340576171875e+02
1.560000000000000000e+02,9.529239654541015625e+01,1.055250778198242188e+02
1.570000000000000000e+02,9.529731750488281250e+01,1.058424224853515625e+02
1.580000000000000000e+02,9.530023956298828125e+01,1.053306274414062500e+02
1.590000000000000000e+02,9.530127716064453125e+01,1.071871795654296875e+02
1.600000000000000000e+02,9.530127716064453125e+01,1.060231552124023438e+02
1.610000000000000000e+02,9.530127716064453125e+01,9.862437438964843750e+01
1.620000000000000000e+02,9.530127716064453125e+01,1.028661727905273438e+02
1.630000000000000000e+02,9.530127716064453125e+01,1.027208557128906250e+02
1.640000000000000000e+02,9.530127716064453125e+01,1.015569458007812500e+02
1.650000000000000000e+02,9.530127716064453125e+01,1.028077239990234375e+02
1.660000000000000000e+02,9.530127716064453125e+01,1.025942687988281250e+02
1.670000000000000000e+02,9.530127716064453125e+01,1.042079925537109375e+02
1.680000000000000000e+02,9.530127716064453125e+01,1.052821578979492188e+02
1.690000000000000000e+02,9.530127716064453125e+01,1.041006622314453125e+02
1.700000000000000000e+02,9.530127716064453125e+01,1.064907073974609375e+02
1.710000000000000000e+02,9.530127716064453125e+01,1.053057708740234375e+02
1.720000000000000000e+02,9.530127716064453125e+01,1.061543273925781250e+02
1.730000000000000000e+02,9.530127716064453125e+01,1.051588439941406250e+02
1.740000000000000000e+02,9.530127716064453125e+01,1.065864791870117188e+02
1.750000000000000000e+02,9.530127716064453125e+01,1.078688201904296875e+02
1.760000000000000000e+02,9.530127716064453125e+01,1.078126754760742188e+02
1.770000000000000000e+02,9.530127716064453125e+01,1.072286453247070312e+02
1.780000000000000000e+02,9.530127716064453125e+01,1.071206665039062500e+02
1.790000000000000000e+02,9.530127716064453125e+01,1.091612396240234375e+02
1.800000000000000000e+02,9.530127716064453125e+01,1.093390655517578125e+02
1.810000000000000000e+02,9.530127716064453125e+01,1.097142791748046875e+02
1.820000000000000000e+02,9.530127716064453125e+01,1.096589508056640625e+02
1.830000000000000000e+02,9.530127716064453125e+01,1.102708587646484375e+02
1.840000000000000000e+02,9.530127716064453125e+01,1.101456909179687500e+02
1.850000000000000000e+02,9.530127716064453125e+01,1.123678894042968750e+02
1.860000000000000000e+02,9.530127716064453125e+01,1.119783706665039062e+02
1.870000000000000000e+02,9.530127716064453125e+01,1.108040390014648438e+02
1.880000000000000000e+02,9.530127716064453125e+01,1.129259567260742188e+02
1.890000000000000000e+02,9.530127716064453125e+01,1.130779495239257812e+02
1.900000000000000000e+02,9.530127716064453125e+01,1.123080368041992188e+02
1.910000000000000000e+02,9.530127716064453125e+01,1.135013427734375000e+02
1.920000000000000000e+02,9.530127716064453125e+01,1.143861694335937500e+02
1.930000000000000000e+02,9.530127716064453125e+01,1.111487426757812500e+02
1.940000000000000000e+02,9.530127716064453125e+01,1.134282684326171875e+02
1.950000000000000000e+02,9.530127716064453125e+01,1.147486572265625000e+02
1.960000000000000000e+02,9.530127716064453125e+01,1.142844085693359375e+02
1.970000000000000000e+02,9.530127716064453125e+01,1.157319335937500000e+02
1.980000000000000000e+02,9.533522033691406250e+01,1.161491699218750000e+02
1.990000000000000000e+02,9.537337493896484375e+01,1.165793914794921875e+02
2.000000000000000000e+02,9.541511535644531250e+01,1.157208633422851562e+02
2.010000000000000000e+02,9.555435180664062500e+01,1.177763900756835938e+02
2.020000000000000000e+02,9.571377563476562500e+01,1.172626342773437500e+02
2.030000000000000000e+02,9.588296508789062500e+01,1.178931808471679688e+02
2.040000000000000000e+02,9.606208038330078125e+01,1.182793426513671875e+02
2.050000000000000000e+02,9.625125885009765625e+01,1.176810760498046875e+02
2.060000000000000000e+02,9.645063781738281250e+01,1.166855621337890625e+02
2.070000000000000000e+02,9.666036224365234375e+01,1.183179473876953125e+02
2.080000000000000000e+02,9.697094726562500000e+01,1.183242568969726562e+02
2.090000000000000000e+02,9.736193847656250000e+01,1.174752807617187500e+02
2.100000000000000000e+02,9.776950836181640625e+01,1.199980926513671875e+02
2.110000000000000000e+02,9.819375610351562500e+01,1.214117431640625000e+02
2.120000000000000000e+02,9.863478088378906250e+01,1.200773239135742188e+02
2.130000000000000000e+02,9.909264373779296875e+01,1.206638793945312500e+02
2.140000000000000000e+02,9.956741333007812500e+01,1.211524505615234375e+02
2.150000000000000000e+02,1.000591506958007812e+02,1.212666244506835938e+02
2.160000000000000000e+02,1.005678863525390625e+02,1.211826171875000000e+02
2.170000000000000000e+02,1.010936508178710938e+02,1.215461273193359375e+02
2.180000000000000000e+02,1.016364669799804688e+02,1.225129928588867188e+02
2.190000000000000000e+02,1.021963424682617188e+02,1.226165008544921875e+02
2.200000000000000000e+02,1.027732620239257812e+02,1.239624633789062500e+02
2.210000000000000000e+02,1.033672103881835938e+02,1.250696182250976562e+02
2.220000000000000000e+02,1.039781570434570312e+02,1.256499099731445312e+02
2.230000000000000000e+02,1.046060714721679688e+02,1.272829971313476562e+02
2.240000000000000000e+02,1.052508926391601562e+02,1.250728302001953125e+02
2.250000000000000000e+02,1.059125595092773438e+02,1.244613189697265625e+02
2.260000000000000000e+02,1.065909957885742188e+02,1.257823791503906250e+02
2.270000000000000000e+02,1.072861251831054688e+02,1.247984924316406250e+02
2.280000000000000000e+02,1.079978408813476562e+02,1.269007034301757812e+02
2.290000000000000000e+02,1.087260360717773438e+02,1.283219146728515625e+02
2.300000000000000000e+02,1.094705963134765625e+02,1.271378936767578125e+02
2.310000000000000000e+02,1.102313995361328125e+02,1.278369293212890625e+02
2.320000000000000000e+02,1.110083007812500000e+02,1.283229522705078125e+02
2.330000000000000000e+02,1.118011398315429688e+02,1.270001373291015625e+02
2.340000000000000000e+02,1.126097793579101562e+02,1.304606781005859375e+02
2.350000000000000000e+02,1.134340286254882812e+02,1.292162628173828125e+02
2.360000000000000000e+02,1.142737197875976562e+02,1.291894989013671875e+02
2.370000000000000000e+02,1.151286697387695312e+02,1.292946166992187500e+02
2.380000000000000000e+02,1.159986648559570312e+02,1.305847167968750000e+02
2.390000000000000000e+02,1.168834991455078125e+02,1.308850097656250000e+02
2.400000000000000000e+02,1.177829666137695312e+02,1.309840240478515625e+02
2.410000000000000000e+02,1.186968307495117188e+02,1.310001068115234375e+02
2.420000000000000000e+02,1.196248626708984375e+02,1.328521881103515625e+02
2.430000000000000000e+02,1.205668106079101562e+02,1.328010864257812500e+02
2.440000000000000000e+02,1.215224380493164062e+02,1.319828338623046875e+02
2.450000000000000000e+02,1.224914703369140625e+02,1.337741394042968750e+02
2.460000000000000000e+02,1.234736404418945312e+02,1.344461059570312500e+02
2.470000000000000000e+02,1.244686737060546875e+02,1.354809417724609375e+02
2.480000000000000000e+02,1.254762954711914062e+02,1.360675048828125000e+02
2.490000000000000000e+02,1.264962081909179688e+02,1.356613311767578125e+02
2.500000000000000000e+02,1.275281143188476562e+02,1.360783538818359375e+02
2.510000000000000000e+02,1.285717010498046875e+02,1.367394256591796875e+02
2.520000000000000000e+02,1.296266784667968750e+02,1.373471984863281250e+02
2.530000000000000000e+02,1.306927032470703125e+02,1.393301239013671875e+02
2.540000000000000000e+02,1.317694702148437500e+02,1.379273529052734375e+02
2.550000000000000000e+02,1.328566436767578125e+02,1.386636047363281250e+02
2.560000000000000000e+02,1.339538726806640625e+02,1.385678100585937500e+02
2.570000000000000000e+02,1.350608520507812500e+02,1.363324127197265625e+02
2.580000000000000000e+02,1.361772003173828125e+02,1.368070831298828125e+02
2.590000000000000000e+02,1.373025817871093750e+02,1.379768524169921875e+02
2.600000000000000000e+02,1.384366455078125000e+02,1.381835479736328125e+02
2.610000000000000000e+02,1.395790252685546875e+02,1.425366058349609375e+02
2.620000000000000000e+02,1.407293548583984375e+02,1.426165161132812500e+02
2.630000000000000000e+02,1.418872680664062500e+02,1.452036132812500000e+02
2.640000000000000000e+02,1.430523986816406250e+02,1.478174743652343750e+02
2.650000000000000000e+02,1.442243652343750000e+02,1.476286468505859375e+02
2.660000000000000000e+02,1.454027862548828125e+02,1.473339691162109375e+02
2.670000000000000000e+02,1.465872955322265625e+02,1.451827392578125000e+02
2.680000000000000000e+02,1.477774963378906250e+02,1.472303314208984375e+02
2.690000000000000000e+02,1.489729919433593750e+02,1.469039154052734375e+02
2.700000000000000000e+02,1.501734161376953125e+02,1.456384735107421875e+02
2.710000000000000000e+02,1.513783721923828125e+02,1.444102172851562500e+02
2.720000000000000000e+02,1.525874786376953125e+02,1.468391113281250000e+02
2.730000000000000000e+02,1.538003234863281250e+02,1.447362823486328125e+02
2.740000000000000000e+02,1.550165100097656250e+02,1.468715515136718750e+02
2.750000000000000000e+02,1.562356719970703125e+02,1.462291107177734375e+02
2.760000000000000000e+02,1.574573822021484375e+02,1.489054718017578125e+02
2.770000000000000000e+02,1.586812744140625000e+02,1.485108489990234375e+02
2.780000000000000000e+02,1.599069366455078125e+02,1.475951843261718750e+02
2.790000000000000000e+02,1.611339874267578125e+02,1.485251007080078125e+02
2.800000000000000000e+02,1.623619995117187500e+02,1.482169036865234375e+02
2.810000000000000000e+02,1.635906219482421875e+02,1.490003204345703125e+02
2.820000000000000000e+02,1.648194427490234375e+02,1.499672393798828125e+02
2.830000000000000000e+02,1.660480651855468750e+02,1.485846405029296875e+02
2.840000000000000000e+02,1.672761077880859375e+02,1.504306640625000000e+02
2.850000000000000000e+02,1.685031738281250000e+02,1.508184051513671875e+02
2.860000000000000000e+02,1.697288970947265625e+02,1.512526245117187500e+02
2.870000000000000000e+02,1.709528808593750000e+02,1.504617309570312500e+02
2.880000000000000000e+02,1.721747283935546875e+02,1.493590240478515625e+02
2.890000000000000000e+02,1.733940887451171875e+02,1.478127899169921875e+02
2.900000000000000000e+02,1.746105804443359375e+02,1.481466674804687500e+02
2.910000000000000000e+02,1.758238220214843750e+02,1.485297088623046875e+02
2.920000000000000000e+02,1.770334472656250000e+02,1.494864349365234375e+02
2.930000000000000000e+02,1.782391052246093750e+02,1.497253570556640625e+02
2.940000000000000000e+02,1.794404144287109375e+02,1.497027893066406250e+02
2.950000000000000000e+02,1.806370239257812500e+02,1.510892181396484375e+02
2.960000000000000000e+02,1.818285827636718750e+02,1.537099151611328125e+02
2.970000000000000000e+02,1.830147552490234375e+02,1.524980773925781250e+02
2.980000000000000000e+02,1.841951751708984375e+02,1.540184478759765625e+02
2.990000000000000000e+02,1.853695220947265625e+02,1.536605377197265625e+02
3.000000000000000000e+02,1.865374603271484375e+02,1.543379058837890625e+02
3.010000000000000000e+02,1.876986389160156250e+02,1.527737884521484375e+02
3.020000000000000000e+02,1.888527679443359375e+02,1.529642181396484375e+02
3.030000000000000000e+02,1.899995117187500000e+02,1.530110473632812500e+02
3.040000000000000000e+02,1.911385650634765625e+02,1.544029388427734375e+02
3.050000000000000000e+02,1.922696228027343750e+02,1.549416656494140625e+02
3.060000000000000000e+02,1.933923950195312500e+02,1.533639678955078125e+02
3.070000000000000000e+02,1.945065612792968750e+02,1.526743316650390625e+02
3.080000000000000000e+02,1.956118621826171875e+02,1.504277038574218750e+02
3.090000000000000000e+02,1.967080078125000000e+02,1.489544372558593750e+02
3.100000000000000000e+02,1.977947235107421875e+02,1.418011016845703125e+02
3.110000000000000000e+02,1.988717651367187500e+02,1.411475677490234375e+02
3.120000000000000000e+02,1.999388427734375000e+02,1.411621856689453125e+02
3.130000000000000000e+02,2.009957275390625000e+02,1.416939239501953125e+02
3.140000000000000000e+02,2.020421600341796875e+02,1.413447113037109375e+02
3.150000000000000000e+02,2.030779113769531250e+02,1.402655334472656250e+02
