cut,y_true,y_pred
8.800000000000000000e+01,8.105859375000000000e+01,8.819692993164062500e+01
8.900000000000000000e+01,8.152771759033203125e+01,8.657392120361328125e+01
9.000000000000000000e+01,8.199407196044921875e+01,8.800225067138671875e+01
9.100000000000000000e+01,8.245712280273437500e+01,8.712125396728515625e+01
9.200000000000000000e+01,8.291632080078125000e+01,8.558159637451171875e+01
9.300000000000000000e+01,8.337114715576171875e+01,8.508718109130859375e+01
9.400000000000000000e+01,8.382108306884765625e+01,8.713056182861328125e+01
9.500000000000000000e+01,8.426563262939453125e+01,8.552915191650390625e+01
9.600000000000000000e+01,8.470433044433593750e+01,8.497712707519531250e+01
9.700000000000000000e+01,8.513669586181640625e+01,8.009111785888671875e+01
9.800000000000000000e+01,8.556230163574218750e+01,8.007541656494140625e+01
9.900000000000000000e+01,8.598069763183593750e+01,8.020658111572265625e+01
1.000000000000000000e+02,8.639149475097656250e+01,8.218822479248046875e+01
1.010000000000000000e+02,8.679429626464843750e+01,8.313806915283203125e+01
1.020000000000000000e+02,8.718872070312500000e+01,8.344367218017578125e+01
1.030000000000000000e+02,8.757442474365234375e+01,8.329875946044921875e+01
1.040000000000000000e+02,8.795107269287109375e+01,8.507500457763671875e+01
1.050000000000000000e+02,8.831835174560546875e+01,8.467914581298828125e+01
1.060000000000000000e+02,8.867596435546875000e+01,8.412725067138671875e+01
1.070000000000000000e+02,8.902363586425781250e+01,8.444793701171875000e+01
1.080000000000000000e+02,8.936112213134765625e+01,8.570756530761718750e+01
1.090000000000000000e+02,8.968817901611328125e+01,8.571419525146484375e+01
1.100000000000000000e+02,9.000460815429687500e+01,8.694507598876953125e+01
1.110000000000000000e+02,9.031021118164062500e+01,8.547830200195312500e+01
1.120000000000000000e+02,9.060481262207031250e+01,8.632353973388671875e+01
1.130000000000000000e+02,9.088826751708984375e+01,8.716220092773437500e+01
1.140000000000000000e+02,9.116045379638671875e+01,8.765577697753906250e+01
1.150000000000000000e+02,9.142124938964843750e+01,8.619545745849609375e+01
1.160000000000000000e+02,9.167057037353515625e+01,8.974938964843750000e+01
1.170000000000000000e+02,9.190835571289062500e+01,8.864383697509765625e+01
1.180000000000000000e+02,9.213454437255859375e+01,8.743663787841796875e+01
1.190000000000000000e+02,9.234911346435546875e+01,8.846301269531250000e+01
1.200000000000000000e+02,9.255205535888671875e+01,8.748299407958984375e+01
1.210000000000000000e+02,9.274337768554687500e+01,8.946092987060546875e+01
1.220000000000000000e+02,9.292311096191406250e+01,9.011124420166015625e+01
1.230000000000000000e+02,9.309420776367187500e+01,8.948133850097656250e+01
1.240000000000000000e+02,9.325736999511718750e+01,8.983423614501953125e+01
1.250000000000000000e+02,9.341259765625000000e+01,9.086696624755859375e+01
1.260000000000000000e+02,9.355990600585937500e+01,9.033673858642578125e+01
1.270000000000000000e+02,9.369931030273437500e+01,9.121955108642578125e+01
1.280000000000000000e+02,9.383086395263671875e+01,9.168155670166015625e+01
1.290000000000000000e+02,9.395461273193359375e+01,8.767356109619140625e+01
1.300000000000000000e+02,9.407061767578125000e+01,8.802113342285156250e+01
1.310000000000000000e+02,9.417896270751953125e+01,8.829927825927734375e+01
1.320000000000000000e+02,9.427973175048828125e+01,8.884240722656250000e+01
1.330000000000000000e+02,9.437302398681640625e+01,8.769456481933593750e+01
1.340000000000000000e+02,9.445896148681640625e+01,9.056491851806640625e+01
1.350000000000000000e+02,9.453765106201171875e+01,8.901261138916015625e+01
1.360000000000000000e+02,9.460923767089843750e+01,8.907884979248046875e+01
1.370000000000000000e+02,9.467536926269531250e+01,8.963510894775390625e+01
1.380000000000000000e+02,9.473773956298828125e+01,8.988922882080078125e+01
1.390000000000000000e+02,9.479638671875000000e+01,9.159027862548828125e+01
1.400000000000000000e+02,9.485136413574218750e+01,9.085626983642578125e+01
1.410000000000000000e+02,9.490272521972656250e+01,9.000379943847656250e+01
1.420000000000000000e+02,9.495053863525390625e+01,9.206257629394531250e+01
1.430000000000000000e+02,9.499487304687500000e+01,9.047291564941406250e+01
1.440000000000000000e+02,9.503578948974609375e+01,9.154695892333984375e+01
1.450000000000000000e+02,9.507337188720703125e+01,9.186016082763671875e+01
1.460000000000000000e+02,9.510769653320312500e+01,9.243811798095703125e+01
1.470000000000000000e+02,9.513885498046875000e+01,9.243390655517578125e+01
1.480000000000000000e+02,9.516692352294921875e+01,9.397696685791015625e+01
1.490000000000000000e+02,9.519200897216796875e+01,9.832880401611328125e+01
1.500000000000000000e+02,9.521419525146484375e+01,9.457799530029296875e+01
1.510000000000000000e+02,9.523358917236328125e+01,9.362708282470703125e+01
1.520000000000000000e+02,9.525028991699218750e+01,9.411685943603515625e+01
1.530000000000000000e+02,9.526441192626953125e+01,9.507053375244140625e+01
1.540000000000000000e+02,9.527606201171875000e+01,9.678334808349609375e+01
1.550000000000000000e+02,9.528534698486328125e+01,9.403068542480468750e+01
1.560000000000000000e+02,9.529239654541015625e+01,9.379848480224609375e+01
1.570000000000000000e+02,9.529731750488281250e+01,9.467438507080078125e+01
1.580000000000000000e+02,9.530023956298828125e+01,9.555400848388671875e+01
1.590000000000000000e+02,9.530127716064453125e+01,9.636595153808593750e+01
1.600000000000000000e+02,9.530127716064453125e+01,9.770763397216796875e+01
1.610000000000000000e+02,9.530127716064453125e+01,9.623886871337890625e+01
1.620000000000000000e+02,9.530127716064453125e+01,1.056382522583007812e+02
1.630000000000000000e+02,9.530127716064453125e+01,1.050764236450195312e+02
1.640000000000000000e+02,9.530127716064453125e+01,1.069617614746093750e+02
1.650000000000000000e+02,9.530127716064453125e+01,1.076492080688476562e+02
1.660000000000000000e+02,9.530127716064453125e+01,1.062053146362304688e+02
1.670000000000000000e+02,9.530127716064453125e+01,1.087465209960937500e+02
1.680000000000000000e+02,9.530127716064453125e+01,1.089834060668945312e+02
1.690000000000000000e+02,9.530127716064453125e+01,1.076894454956054688e+02
1.700000000000000000e+02,9.530127716064453125e+01,1.107029800415039062e+02
1.710000000000000000e+02,9.530127716064453125e+01,1.076413040161132812e+02
1.720000000000000000e+02,9.530127716064453125e+01,1.085433883666992188e+02
1.730000000000000000e+02,9.530127716064453125e+01,1.087711715698242188e+02
1.740000000000000000e+02,9.530127716064453125e+01,1.101940231323242188e+02
1.750000000000000000e+02,9.530127716064453125e+01,1.095257034301757812e+02
1.760000000000000000e+02,9.530127716064453125e+01,1.099730606079101562e+02
1.770000000000000000e+02,9.530127716064453125e+01,1.088280258178710938e+02
1.780000000000000000e+02,9.530127716064453125e+01,1.092665786743164062e+02
1.790000000000000000e+02,9.530127716064453125e+01,1.094913558959960938e+02
1.800000000000000000e+02,9.530127716064453125e+01,1.104327316284179688e+02
1.810000000000000000e+02,9.530127716064453125e+01,1.097456130981445312e+02
1.820000000000000000e+02,9.530127716064453125e+01,1.111377868652343750e+02
1.830000000000000000e+02,9.530127716064453125e+01,1.107320938110351562e+02
1.840000000000000000e+02,9.530127716064453125e+01,1.113233337402343750e+02
1.850000000000000000e+02,9.530127716064453125e+01,1.117269515991210938e+02
1.860000000000000000e+02,9.530127716064453125e+01,1.116855850219726562e+02
1.870000000000000000e+02,9.530127716064453125e+01,1.108822174072265625e+02
1.880000000000000000e+02,9.530127716064453125e+01,1.109508438110351562e+02
1.890000000000000000e+02,9.530127716064453125e+01,1.119500350952148438e+02
1.900000000000000000e+02,9.530127716064453125e+01,1.117654113769531250e+02
1.910000000000000000e+02,9.530127716064453125e+01,1.129401931762695312e+02
1.920000000000000000e+02,9.530127716064453125e+01,1.127507400512695312e+02
1.930000000000000000e+02,9.530127716064453125e+01,1.074034271240234375e+02
1.940000000000000000e+02,9.530127716064453125e+01,1.122542648315429688e+02
1.950000000000000000e+02,9.530127716064453125e+01,1.139545898437500000e+02
1.960000000000000000e+02,9.530127716064453125e+01,1.147869873046875000e+02
1.970000000000000000e+02,9.530127716064453125e+01,1.140954666137695312e+02
1.980000000000000000e+02,9.533522033691406250e+01,1.146855010986328125e+02
1.990000000000000000e+02,9.537337493896484375e+01,1.164566650390625000e+02
2.000000000000000000e+02,9.541511535644531250e+01,1.165000762939453125e+02
2.010000000000000000e+02,9.555435180664062500e+01,1.162910232543945312e+02
2.020000000000000000e+02,9.571377563476562500e+01,1.156520080566406250e+02
2.030000000000000000e+02,9.588296508789062500e+01,1.162851791381835938e+02
2.040000000000000000e+02,9.606208038330078125e+01,1.150262527465820312e+02
2.050000000000000000e+02,9.625125885009765625e+01,1.157891616821289062e+02
2.060000000000000000e+02,9.645063781738281250e+01,1.146742477416992188e+02
2.070000000000000000e+02,9.666036224365234375e+01,1.169441146850585938e+02
2.080000000000000000e+02,9.697094726562500000e+01,1.159375686645507812e+02
2.090000000000000000e+02,9.736193847656250000e+01,1.170099258422851562e+02
2.100000000000000000e+02,9.776950836181640625e+01,1.174580154418945312e+02
2.110000000000000000e+02,9.819375610351562500e+01,1.182163772583007812e+02
2.120000000000000000e+02,9.863478088378906250e+01,1.179606018066406250e+02
2.130000000000000000e+02,9.909264373779296875e+01,1.175645065307617188e+02
2.140000000000000000e+02,9.956741333007812500e+01,1.180537338256835938e+02
2.150000000000000000e+02,1.000591506958007812e+02,1.159288101196289062e+02
2.160000000000000000e+02,1.005678863525390625e+02,1.180341873168945312e+02
2.170000000000000000e+02,1.010936508178710938e+02,1.181412734985351562e+02
2.180000000000000000e+02,1.016364669799804688e+02,1.194593124389648438e+02
2.190000000000000000e+02,1.021963424682617188e+02,1.207160263061523438e+02
2.200000000000000000e+02,1.027732620239257812e+02,1.219879760742187500e+02
2.210000000000000000e+02,1.033672103881835938e+02,1.210933074951171875e+02
2.220000000000000000e+02,1.039781570434570312e+02,1.221289520263671875e+02
2.230000000000000000e+02,1.046060714721679688e+02,1.236361541748046875e+02
2.240000000000000000e+02,1.052508926391601562e+02,1.230497283935546875e+02
2.250000000000000000e+02,1.059125595092773438e+02,1.189905166625976562e+02
2.260000000000000000e+02,1.065909957885742188e+02,1.193105926513671875e+02
2.270000000000000000e+02,1.072861251831054688e+02,1.191212692260742188e+02
2.280000000000000000e+02,1.079978408813476562e+02,1.220374679565429688e+02
2.290000000000000000e+02,1.087260360717773438e+02,1.223813400268554688e+02
2.300000000000000000e+02,1.094705963134765625e+02,1.217378616333007812e+02
2.310000000000000000e+02,1.102313995361328125e+02,1.226643142700195312e+02
2.320000000000000000e+02,1.110083007812500000e+02,1.230678100585937500e+02
2.330000000000000000e+02,1.118011398315429688e+02,1.224686508178710938e+02
2.340000000000000000e+02,1.126097793579101562e+02,1.253279190063476562e+02
2.350000000000000000e+02,1.134340286254882812e+02,1.241219406127929688e+02
2.360000000000000000e+02,1.142737197875976562e+02,1.255955352783203125e+02
2.370000000000000000e+02,1.151286697387695312e+02,1.251973648071289062e+02
2.380000000000000000e+02,1.159986648559570312e+02,1.267563095092773438e+02
2.390000000000000000e+02,1.168834991455078125e+02,1.269354324340820312e+02
2.400000000000000000e+02,1.177829666137695312e+02,1.272934799194335938e+02
2.410000000000000000e+02,1.186968307495117188e+02,1.274666061401367188e+02
2.420000000000000000e+02,1.196248626708984375e+02,1.293029327392578125e+02
2.430000000000000000e+02,1.205668106079101562e+02,1.284737701416015625e+02
2.440000000000000000e+02,1.215224380493164062e+02,1.282135314941406250e+02
2.450000000000000000e+02,1.224914703369140625e+02,1.290458679199218750e+02
2.460000000000000000e+02,1.234736404418945312e+02,1.302814331054687500e+02
2.470000000000000000e+02,1.244686737060546875e+02,1.313064880371093750e+02
2.480000000000000000e+02,1.254762954711914062e+02,1.315986328125000000e+02
2.490000000000000000e+02,1.264962081909179688e+02,1.303097991943359375e+02
2.500000000000000000e+02,1.275281143188476562e+02,1.319424743652343750e+02
2.510000000000000000e+02,1.285717010498046875e+02,1.328854827880859375e+02
2.520000000000000000e+02,1.296266784667968750e+02,1.332267456054687500e+02
2.530000000000000000e+02,1.306927032470703125e+02,1.348179931640625000e+02
2.540000000000000000e+02,1.317694702148437500e+02,1.346830291748046875e+02
2.550000000000000000e+02,1.328566436767578125e+02,1.356165771484375000e+02
2.560000000000000000e+02,1.339538726806640625e+02,1.345001068115234375e+02
2.570000000000000000e+02,1.350608520507812500e+02,1.346036224365234375e+02
2.580000000000000000e+02,1.361772003173828125e+02,1.341838073730468750e+02
2.590000000000000000e+02,1.373025817871093750e+02,1.339437866210937500e+02
2.600000000000000000e+02,1.384366455078125000e+02,1.348096771240234375e+02
2.610000000000000000e+02,1.395790252685546875e+02,1.389290924072265625e+02
2.620000000000000000e+02,1.407293548583984375e+02,1.383424072265625000e+02
2.630000000000000000e+02,1.418872680664062500e+02,1.416007385253906250e+02
2.640000000000000000e+02,1.430523986816406250e+02,1.435721740722656250e+02
2.650000000000000000e+02,1.442243652343750000e+02,1.439184417724609375e+02
2.660000000000000000e+02,1.454027862548828125e+02,1.436850280761718750e+02
2.670000000000000000e+02,1.465872955322265625e+02,1.396296386718750000e+02
2.680000000000000000e+02,1.477774963378906250e+02,1.430935058593750000e+02
2.690000000000000000e+02,1.489729919433593750e+02,1.416043853759765625e+02
2.700000000000000000e+02,1.501734161376953125e+02,1.406719970703125000e+02
2.710000000000000000e+02,1.513783721923828125e+02,1.398615722656250000e+02
2.720000000000000000e+02,1.525874786376953125e+02,1.422023925781250000e+02
2.730000000000000000e+02,1.538003234863281250e+02,1.408428039550781250e+02
2.740000000000000000e+02,1.550165100097656250e+02,1.417443847656250000e+02
2.750000000000000000e+02,1.562356719970703125e+02,1.436480560302734375e+02
2.760000000000000000e+02,1.574573822021484375e+02,1.443601074218750000e+02
2.770000000000000000e+02,1.586812744140625000e+02,1.429116058349609375e+02
2.780000000000000000e+02,1.599069366455078125e+02,1.427384643554687500e+02
2.790000000000000000e+02,1.611339874267578125e+02,1.418504638671875000e+02
2.800000000000000000e+02,1.623619995117187500e+02,1.438505249023437500e+02
2.810000000000000000e+02,1.635906219482421875e+02,1.451252288818359375e+02
2.820000000000000000e+02,1.648194427490234375e+02,1.462362213134765625e+02
2.830000000000000000e+02,1.660480651855468750e+02,1.455176391601562500e+02
2.840000000000000000e+02,1.672761077880859375e+02,1.469170074462890625e+02
2.850000000000000000e+02,1.685031738281250000e+02,1.452567443847656250e+02
2.860000000000000000e+02,1.697288970947265625e+02,1.470039367675781250e+02
2.870000000000000000e+02,1.709528808593750000e+02,1.470289916992187500e+02
2.880000000000000000e+02,1.721747283935546875e+02,1.478068847656250000e+02
2.890000000000000000e+02,1.733940887451171875e+02,1.464461669921875000e+02
2.900000000000000000e+02,1.746105804443359375e+02,1.462495117187500000e+02
2.910000000000000000e+02,1.758238220214843750e+02,1.468897247314453125e+02
2.920000000000000000e+02,1.770334472656250000e+02,1.473228454589843750e+02
2.930000000000000000e+02,1.782391052246093750e+02,1.464004058837890625e+02
2.940000000000000000e+02,1.794404144287109375e+02,1.474103393554687500e+02
2.950000000000000000e+02,1.806370239257812500e+02,1.472481689453125000e+02
2.960000000000000000e+02,1.818285827636718750e+02,1.493297729492187500e+02
2.970000000000000000e+02,1.830147552490234375e+02,1.500616149902343750e+02
2.980000000000000000e+02,1.841951751708984375e+02,1.513447723388671875e+02
2.990000000000000000e+02,1.853695220947265625e+02,1.507977905273437500e+02
3.000000000000000000e+02,1.865374603271484375e+02,1.517673339843750000e+02
3.010000000000000000e+02,1.876986389160156250e+02,1.499016418457031250e+02
3.020000000000000000e+02,1.888527679443359375e+02,1.507160491943359375e+02
3.030000000000000000e+02,1.899995117187500000e+02,1.506642608642578125e+02
3.040000000000000000e+02,1.911385650634765625e+02,1.522857513427734375e+02
3.050000000000000000e+02,1.922696228027343750e+02,1.539059143066406250e+02
3.060000000000000000e+02,1.933923950195312500e+02,1.511321411132812500e+02
3.070000000000000000e+02,1.945065612792968750e+02,1.525110931396484375e+02
3.080000000000000000e+02,1.956118621826171875e+02,1.464491882324218750e+02
3.090000000000000000e+02,1.967080078125000000e+02,1.478639984130859375e+02
3.100000000000000000e+02,1.977947235107421875e+02,1.429704895019531250e+02
3.110000000000000000e+02,1.988717651367187500e+02,1.423405761718750000e+02
3.120000000000000000e+02,1.999388427734375000e+02,1.429173278808593750e+02
3.130000000000000000e+02,2.009957275390625000e+02,1.432767028808593750e+02
3.140000000000000000e+02,2.020421600341796875e+02,1.428386535644531250e+02
3.150000000000000000e+02,2.030779113769531250e+02,1.421022644042968750e+02
